entity,times,length,source
CVCCapitalPartners,2,18,CVCCapitalPartners拟出价新台币180亿元收购亿丰综合
尼日利亚Ogbainbiri石油设施,1,18,Eni证实尼日利亚Ogbainbiri石油设施遭袭
EnterpriseProducts,1,18,EnterpriseProducts向DuncanEnergy发出24.1亿美元收购提议
TheBlackstoneGroup,1,18,EquityOffice将以360亿美元被TheBlackstoneGroup收购>EOP
FortressInvestment,1,18,FortressInvestment似乎有意恢复亚洲业务－路透社
FushiCopperweld董事会,1,18,FushiCopperweld董事会：将考虑董事长提出的私有化提议
GlobalMarineEnergy,2,18,GlobalMarineEnergy从中国公司获得100万美元的新订单
Hutchinson3GItalia,1,18,Hutchinson3GItalia已选定5家银行担任IPO顾问－知情人士
InsuranceAustralia,4,18,InsuranceAustralia将收购渤海保险20%股权
JPMorganSecurities,1,18,JPMorganSecurities正在接受日本SESC的调查
KinderMorganEnergy,1,18,KinderMorganEnergy同意以32.3亿美元收购Copano>CPNOKMP
SilverLakePartners,1,18,KKR和SilverLakePartners有望成功竞得飞利浦半导体业务
ManganeseBronze上半年,1,18,ManganeseBronze上半年亏损扩大，受出租车销量下滑拖累
MitsubishiUFJLease,4,18,MitsubishiUFJLease&amp;Finance债券收益率拟定在3.75%-4.00%
MitsubishiUFJTrust,1,18,MitsubishiUFJTrust将推迟收购NikkoCitiTrust－报导
MitsuiTrust银行业务子公司,1,18,MitsuiTrust银行业务子公司将在北京设立代表处
MountGibson上半财年净利润,1,18,MountGibson上半财年净利润增长一倍以上，至1.40亿澳元
旗下TSLEducation业务部门,1,18,NewsIntl出售旗下TSLEducation业务部门，售价2.35亿英镑
NorilskNickel旗下子公司,1,18,NorilskNickel旗下子公司拟购买其规模为30亿美元的股票
TataTeleservices股权,1,18,NTT移动通讯和法国电信有意收购TataTeleservices股权－报导
OmanInvestmentFund,1,18,OmanInvestmentFund以390万美元将所持中国燃气股权提高至5%
PetroleoBrasileiro,1,18,PetroleoBrasileiro为全球最大规模股票发行定价－知情人士
Phillips-VanHeusen,2,18,Phillips-VanHeusen将斥资30亿美元收购TommyHilfiger
Pimco首席执行长El-Erian,1,18,Pimco首席执行长El-Erian：全球经济正在放缓－CNBC
PlayboyEnterprises,1,18,PlayboyEnterprises与星丽门在澳门组建合资公司
NorthrockResources,2,18,Pogo将以18亿美元收购NorthrockResources>PPP-2-
BancaAntonveneta股份,1,18,PopItaliana同荷兰银行就BancaAntonveneta股份达成交易
Priceline.com首席财务长,1,18,Priceline.com首席财务长：预计第一财季GAAP每股亏损2-5美分
ProsperityMinerals,1,18,ProsperityMinerals将收购辽宁昌庆25%的股权
RafflesEducation计划,1,18,RafflesEducation计划将部分在华业务在香港交易所上市
RedkneeSolutions产品,1,18,RedkneeSolutions产品被远传电信股份有限公司选中
RelianceIndustries,2,18,RelianceIndustries以17亿美元入股AtlasEnergy页岩气田
RioTintoAlcan首席执行长,1,18,RioTintoAlcan首席执行长：对与中铝公司合作持开放态度
RocklandsRichfield,1,18,RocklandsRichfield称Jindal将收购出价上调至每股0.56澳元
Hanarotelecom控股权事宜,1,18,SK电讯：已就收购Hanarotelecom控股权事宜达成协议
PixnetDigitalMedia,1,18,TOM集团出资新台币1.35亿元收购PixnetDigitalMedia90%股权
UnitedLaboratories,1,18,UnitedLaboratories拟通过香港IPO筹资8.25亿港元－合约细则
VillageRoadshow子公司,1,18,VillageRoadshow子公司搁置香港IPO计划
WashingtonMutual计划,1,18,"WashingtonMutual计划关闭两个部门，裁员约1,000人－报导"
TerraInternational,1,18,Yara考虑竞购TerraInternational－彭博资讯
YellowRoadway首席执行长,1,18,YellowRoadway首席执行长：中国市场将为公司提供发展契机
YujinInternational,1,18,YujinInternational将委托中国造船厂建造两艘化学品船
委内瑞拉CerroNegro项目损失,1,18,埃克森美孚律师：委内瑞拉CerroNegro项目损失超过120亿美元
香港SmarToneVodafone,1,18,爱立信向香港SmarToneVodafone提供HSDPA技术
美国SteelDevelopment,1,18,鞍钢集团周三将与美国SteelDevelopment签署协议－消息人士
奥林巴斯股东Southeastern,1,18,奥林巴斯股东Southeastern要求召开特别股东大会
澳大利亚铁矿石公司Fortescue,1,18,澳大利亚铁矿石公司Fortescue在市场改善之际重启项目建设
巴西石油公司Petrobras董事会,1,18,巴西石油公司Petrobras董事会批准21亿美元的资产出售交易
长安福特马自达汽车12月份乘用车销量,1,18,"长安福特马自达汽车12月份乘用车销量增长61.4%，至27,680辆"
HorizonHospitality,1,18,长江实业推迟HorizonHospitality不超过8亿美元的香港IPO计划
戴尔公司股东Southeastern,1,18,戴尔公司股东Southeastern重申反对私有化
NorthernLights油砂项目,1,18,道达尔将NorthernLights油砂项目10%权益转让给中国石化
德国HeidelbergCement,1,18,德国HeidelbergCement与冀东水泥在中国北方建立合资企业
德国HypoRealEstate银行,1,18,德国HypoRealEstate银行想再获得400亿欧元的国家援助－报导
10亿美元KirchGroup破产案,1,18,德意志银行接近达成10亿美元KirchGroup破产案和解协议-消息
WilliamsPartners利润,1,18,第二财季Williams利润增7.6%，WilliamsPartners利润增5.3%>WMB
系统供应商PlanetPayment,1,18,多种货币付款处理系统供应商PlanetPayment进入中国市场
俄罗斯RussianAluminum,1,18,俄罗斯RussianAluminum收购中国一家阴极碳素厂>RAL.YY
法国DassaultSystemes,1,18,法国DassaultSystemes获得来自中国长城汽车的项目
长江基建旗下StanleyPower,1,18,港灯集团同意收购长江基建旗下StanleyPower50%的股权
日本外亚洲地区总裁DavidRyan,1,18,高盛除日本外亚洲地区总裁DavidRyan将卸任
PlayStationNetwork,1,18,更新：索尼将全面恢复在多数地区的PlayStationNetwork服务
澳大利亚煤层气生产商WestSide,1,18,更新∶中国石油收回对澳大利亚煤层气生产商WestSide的收购提议
目标RiversdaleMining,2,18,更正：力拓继续增持收购目标RiversdaleMining的股份
GoogleChrome互联网浏览器,1,18,谷歌发布新开发的GoogleChrome互联网浏览器>GOOG
广达电脑去年12月份笔记本电脑发货量,1,18,广达电脑去年12月份笔记本电脑发货量500万台
韩国DongbuSecurities,1,18,韩国DongbuSecurities竞购KGI中信证券控股权
韩国SKCommunications,1,18,韩国SKCommunications为其中国互联网业务寻找合作伙伴
澳大利亚LaneCoveTunnel,1,18,荷兰银行收购了澳大利亚LaneCoveTunnel收费隧道14.9%股权
恒盛地产2009年12月份合同销售额,1,18,恒盛地产2009年12月份合同销售额飙升至人民币15.5亿元
宏达国际手机TouchDiamond,1,18,宏达国际手机TouchDiamond接到五家欧洲移动运营商订单-报导
Tribridge合伙人任亚太区危难,1,18,花旗集团聘请原Tribridge合伙人任亚太区危难及特殊事件主管
花旗集团旗下NikkoCordial,1,18,"花旗集团旗下NikkoCordial将裁员1,000人－彭博资讯"
EMIMusicPublishing,1,18,花旗将以22亿美元把EMIMusicPublishing售给索尼财团-消息
花旗子公司CitibankJapan,1,18,花旗子公司CitibankJapan将任命Jono为总裁－消息人士
INGAsiaPrivateBank,1,18,华侨银行完成收购INGAsiaPrivateBank并将其更名
旗下纺织品子公司华润锦华06年净利润,1,18,华润创业旗下纺织品子公司华润锦华06年净利润大幅增长63%
华硕电脑料09年个人笔记本电脑发货量,1,18,"华硕电脑料09年个人笔记本电脑发货量将达1,100万-1,300万台"
化工巨头LyondellBasell,2,18,化工巨头LyondellBasell考虑申请破产保护
爱滋病病毒药物Capravirine,1,18,辉瑞公司放弃对抗爱滋病病毒药物Capravirine的研发工作>PFE
PaykelAppliances股权,1,18,惠而浦无意收购Fisher&amp;PaykelAppliances股权－报导
加拿大BallardPower董事长,1,18,加拿大BallardPower董事长：正在就寻找中国合作伙伴进行谈判
菲亚特首席执行长Marchionne,1,18,克莱斯勒及菲亚特首席执行长Marchionne不打算在2015年前离任
墨西哥航空公司VivaAerobus,1,18,空中客车接获墨西哥航空公司VivaAerobus的71亿美元订单
LloydsBankingGroup,1,18,"莱斯银行(LloydsBankingGroup)将裁员4,000多人－SkyNews"
旗下ScottishWidows业务,1,18,莱斯银行：旗下ScottishWidows业务转而采用EEV会计准则
KalahariMinerals股权,1,18,力拓接受中方对KalahariMinerals股权的收购提议
利比亚NationalOilCorp,1,18,利比亚NationalOilCorp称该国石油产量减半
马来西亚PetronasAgrees,1,18,马来西亚PetronasAgrees同意以55亿加元收购加拿大天然气商
美国MohawkIndustries,1,18,美国MohawkIndustries将收购比利时UnilinHolding
定购6架空中客车A300-600货机,3,18,美国联邦快递集团(FedEx)定购6架空中客车A300-600货机-2-
基金HarbingerCapital,1,18,美国政府对著名对冲基金HarbingerCapital展开调查
摩根士丹利2010年外汇交易部门职员,1,18,摩根士丹利2010年外汇交易部门职员增加约40%>MS
摩根士丹利台湾分公司首席执行长林水仙,2,18,摩根士丹利台湾分公司首席执行长林水仙辞职-备忘录-2
摩根士丹利中国业务首席执行长竺稼计划,1,18,摩根士丹利中国业务首席执行长竺稼计划辞职-知情人士
南非AnglogoldAshanti,3,18,南非AnglogoldAshanti∶WestWits矿的工人大多已恢复工作
2005年深圳港口集装箱货物吞吐量,1,17,2005年深圳港口集装箱货物吞吐量增长19%，受出口提振
ADP-Macroeconomic,1,17,ADP-Macroeconomic预计5月非农就业人数增加9.7万人
Anglo-American董事长,1,17,Anglo-American董事长：考虑与中信泰富进行联合投资
Archstone-Smith延后,1,17,Archstone-Smith延后与TishmanSpeyer合并的截至日期>ASN
BarclaysCapital亚洲,1,17,BarclaysCapital亚洲聘用150位银行家，将增聘100人－知情者
BSESENSEX印度指数基金周四,1,17,Barclays推出的BSESENSEX印度指数基金周四将在香港上市
BathurstResources,1,17,BathurstResources和中信集团签署焦煤购销初步协议
BerkshireHathaway,10,17,BerkshireHathaway将对中国石油的持股比例减至6.97%
BrockmanResources,4,17,BrockmanResources称与中钢集团关系未受澳资源暴利税影响
CapitaMallTrust计划,1,17,CapitaMallTrust计划通过发行新元债券筹资3亿新元－消息人士
CarphoneWarehouse,1,17,CarphoneWarehouse以3.7亿英镑收购美国在线英国互联网业务
ChantekElectronic,1,17,ChipMOSTaiwan将与华特(ChantekElectronic)合并>IMOS
ClearChannelRadio,1,17,ClearChannelRadio与谷歌达成广告销售协议>CCUGOOG
CNBC电视频道Gasparino,1,17,CNBC电视频道Gasparino：百仕通可能有意入股雷曼兄弟
Co-operativeGroup,1,17,Co-operativeGroup将竞购莱斯银行零售分支机构网络
CreditSuisseAsset,1,17,CreditSuisseAsset获准在香港本地开展资产管理业务
CitadelInvestment,2,17,E*Trade将获CitadelInvestment25亿美元现金注资
L-3Communications,1,17,EADS与雷神、L-3Communications磋商空中加油机竞标事宜
EmergentResources,1,17,EmergentResources与ChinaMetallurgicalInvest合建企业
TurkishRefinery51,2,17,Eni出价竞购TurkishRefinery51%的股份>E
EquityResidential,2,17,EquityResidential和AvalonBay将以65亿美元收购Archstone
EuroSibEnergo计划秋季,1,17,EuroSibEnergo计划秋季在香港进行IPO－《Vedomosti》
Facebook计划2012年4月,1,17,Facebook计划2012年4月至6月IPO
Fed官员Kocherlakota,1,17,Fed官员Kocherlakota：美国房地产市场需要私人资本
第二轮MaidenLaneII资产,1,17,Fed计划进行第二轮MaidenLaneII资产拍卖
巴西银行BancodoBrasil,1,17,Fed授权巴西银行BancodoBrasil在美国运营
FortescueMetals计划,1,17,FortescueMetals计划筹资10亿澳元－消息人士
FranklinResources,1,17,FranklinResources第二财季净利润增41%，超分析师预期>BEN
GEConsumerFinance,5,17,"GEConsumerFinance以8,600万美元收购万泰银行10%股权"
GindalbieMetals股东,1,17,GindalbieMetals股东批准中方为Karara项目贷款提供担保
GloucesterCoal董事会,1,17,GloucesterCoal董事会将建议股东接受兖媒收购提议－消息
INGIndustrialFund,1,17,GoodmanGroup和中投等组财团竞购INGIndustrialFund－报导
GrangeResources计划,1,17,GrangeResources计划通过向中国股东发行新股融资1.67亿澳元
sEntertain料Apollo,1,17,Harrah&apos;sEntertain料Apollo、TPG收购交易将于1月28日完成
UniversalPictures,1,17,HBO与UniversalPictures续签电影播放协议
对手CommunityHealth,1,17,HealthManagement同意被竞争对手CommunityHealth收购
伙伴HechiIndustrial,1,17,HMZ对其合资伙伴HechiIndustrial提起法律诉讼>HMZ.T
NewBrunswickPower,1,17,Hydro-Quebec将以47.5亿加元收购NewBrunswickPower多数资产
英国PoliceAuthority,1,17,"IBM预计与英国PoliceAuthority组建合资公司将获6,500万英镑"
哈萨克斯坦Ekibastuz发电厂,1,17,Kazakhmys将收购哈萨克斯坦Ekibastuz发电厂及一座煤矿
Mangistaumunaigas,1,17,KazMunaiGas与中石油集团完成联合收购Mangistaumunaigas交易
Petrokazakhstan股权,1,17,KazMunaiGaz和CNPC证实有关Petrokazakhstan股权的交易
KDBFinancialGroup,1,17,KDBFinancialGroup或将竞购WooriFinanceHoldings－韩联社
KindredHealthcare,1,17,KindredHealthcare将以约9亿美元收购RehabCare
LaCaixa旗下Criteria,1,17,LaCaixa旗下Criteria证实收购了4%的东亚银行股权
LondonAsiaCapital,3,17,LondonAsiaCapital收购两家中国金融服务公司的部分股权
LondonAsiaChinese,1,17,LondonAsiaChinese：旗下AsiaWind与中国企业签署新合同
TurgaiPetroleum股权,1,17,Lukoil与PetroKazakhstan已就TurgaiPetroleum股权达成协议
LyondellBasell子公司,1,17,LyondellBasell子公司在纽约申请破产保护
MacquarieFortress,2,17,MacquarieFortress：高级贷款价格近日来表现更为稳定
MaguireProperties,1,17,MaguireProperties发出贷款逾期警告
MarathonPetroleum,1,17,MarathonPetroleum将被纳入标准普尔500指数成份股
MetallicaMinerals,1,17,MetallicaMinerals：中国昊融集团已将持股比例提高至19.95%
MidAmericanEnergy,3,17,MidAmericanEnergy就收购ConstellationEnergy达成最终协定
SteelTechnologies,1,17,MitsuiUSA将以每股30美元收购SteelTechnologies>STTX
MongolianMining计划,1,17,MongolianMining计划发行6亿美元债券，收益率8.875%
NamTaiElectronics,1,17,NamTaiElectronics就出售旗下JICTech进行谈判>NTE
NasdaqStockMarket,1,17,NasdaqStockMarket获准设立北京代表处
NewsInternational,2,17,NewsInternational证实《泰晤士报》网站将开始收费
NewsOutdoorRussia,1,17,NewsOutdoorRussia证实JCDecaux或收购该公司，谈判正在进行
NikkoCitiHoldings,1,17,NikkoCitiHoldings冻结旗下两个证券子公司的合并计划－报导
NorthernRock首席执行长,3,17,NorthernRock首席执行长离职；继续与VirginGroup进行商讨
NorthumbrianWater,2,17,NorthumbrianWater：长江基建提出465便士的修改后收购提议
NYSEEuronextLiffe,1,17,NYSEEuronextLiffe在亚洲寻找增长机遇；重点关注中国市场
OradHi-TecSystems,1,17,OradHi-TecSystems与中国CCTV签署第二份协议
OriginEnergy旗下风电场,1,17,OriginEnergy旗下风电场9亿澳元出售计划收到三份意向书
PhaunosTimberFund,1,17,PhaunosTimberFund将收购中国江西林业资产
